"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 09 18:42:17 GMT 2023","Thu Nov 09 18:42:38 GMT 2023","20186","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'en' language and 'ASIC' license",""
"broken","Thu Nov 09 18:38:09 GMT 2023","Thu Nov 09 18:38:40 GMT 2023","30346","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_05_UnAuth  > Test button [Start Trading] in the Content block on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 18:58:39 GMT 2023","Thu Nov 09 18:58:51 GMT 2023","12441","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 18:31:32 GMT 2023","Thu Nov 09 18:31:44 GMT 2023","11917","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_05_UnReg  > Test button [Start Trading] in the Content block on 'en' language and 'ASIC' license",""
"broken","Thu Nov 09 18:46:33 GMT 2023","Thu Nov 09 18:47:04 GMT 2023","30358","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Try Demo] in Main banner on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 18:40:28 GMT 2023","Thu Nov 09 18:40:41 GMT 2023","12829","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_03_Auth  > Test button [Sell] in the Banner [Trading Instrument] on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 18:57:04 GMT 2023","Thu Nov 09 18:57:20 GMT 2023","16353","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 18:40:41 GMT 2023","Thu Nov 09 18:40:55 GMT 2023","14192","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_04_Auth  > Test button [Buy] in the Banner [Trading Instrument] on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 18:40:55 GMT 2023","Thu Nov 09 18:41:09 GMT 2023","13171","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_05_Auth  > Test button [Start Trading] in the Content block on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 19:12:25 GMT 2023","Thu Nov 09 19:12:45 GMT 2023","19991","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 18:41:09 GMT 2023","Thu Nov 09 18:41:21 GMT 2023","12747","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 19:10:28 GMT 2023","Thu Nov 09 19:10:46 GMT 2023","17449","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 19:00:09 GMT 2023","Thu Nov 09 19:00:26 GMT 2023","16819","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_06_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'en' language and 'ASIC' license",""
"broken","Thu Nov 09 18:49:41 GMT 2023","Thu Nov 09 18:50:11 GMT 2023","30333","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_04_UnAuth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 18:56:46 GMT 2023","Thu Nov 09 18:57:04 GMT 2023","17668","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 19:10:16 GMT 2023","Thu Nov 09 19:10:28 GMT 2023","12301","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 18:40:02 GMT 2023","Thu Nov 09 18:40:28 GMT 2023","26819","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_02_Auth  > Test button [Try Demo] in Main banner on 'en' language and 'ASIC' license",""
"skipped","Thu Nov 09 18:36:46 GMT 2023","Thu Nov 09 18:37:06 GMT 2023","20158","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_04_UnAuth  > Test button [Buy] in the Banner [Trading Instrument] on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 18:31:13 GMT 2023","Thu Nov 09 18:31:32 GMT 2023","19135","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_04_UnReg  > Test button [Buy] in the Banner [Trading Instrument] on 'en' language and 'ASIC' license",""
"broken","Thu Nov 09 18:52:40 GMT 2023","Thu Nov 09 18:53:10 GMT 2023","30343","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_06_UnAuth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 19:09:23 GMT 2023","Thu Nov 09 19:09:44 GMT 2023","20967","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_07_UnAuth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'en' language and 'ASIC' license",""
"passed","Thu Nov 09 18:30:12 GMT 2023","Thu Nov 09 18:30:32 GMT 2023","20402","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_01_UnReg  > Test button [Start Trading] in Main banner on 'en' language and 'ASIC' license",""
