"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Nov 08 20:34:43 GMT 2023","Wed Nov 08 20:34:59 GMT 2023","15387","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:22:28 GMT 2023","Wed Nov 08 20:22:49 GMT 2023","21506","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'fr' language and 'CYSEC' license",""
"broken","Wed Nov 08 20:06:18 GMT 2023","Wed Nov 08 20:06:49 GMT 2023","30428","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_02_UnAuth  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:34:22 GMT 2023","Wed Nov 08 20:34:43 GMT 2023","21756","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:02:43 GMT 2023","Wed Nov 08 20:02:57 GMT 2023","14501","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_04_UnReg  > Test button [Buy] in the Banner [Trading Instrument] on 'fr' language and 'CYSEC' license",""
"broken","Wed Nov 08 20:04:49 GMT 2023","Wed Nov 08 20:05:20 GMT 2023","30433","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_01_UnAuth  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:12:21 GMT 2023","Wed Nov 08 20:12:40 GMT 2023","18638","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_03_Auth  > Test button [Sell] in the Banner [Trading Instrument] on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:14:50 GMT 2023","Wed Nov 08 20:15:07 GMT 2023","16708","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:22:49 GMT 2023","Wed Nov 08 20:23:06 GMT 2023","17008","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:21:28 GMT 2023","Wed Nov 08 20:21:55 GMT 2023","27255","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_02_Auth  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:28:50 GMT 2023","Wed Nov 08 20:29:13 GMT 2023","23414","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_04_UnAuth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:32:52 GMT 2023","Wed Nov 08 20:33:12 GMT 2023","20483","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:31:54 GMT 2023","Wed Nov 08 20:32:19 GMT 2023","24796","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_02_Auth  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:24:18 GMT 2023","Wed Nov 08 20:24:40 GMT 2023","21608","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_01_UnReg  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:13:31 GMT 2023","Wed Nov 08 20:13:46 GMT 2023","15169","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:03:28 GMT 2023","Wed Nov 08 20:03:47 GMT 2023","18410","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_05_UnReg  > Test button [Start Trading] in the Content block on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:08:37 GMT 2023","Wed Nov 08 20:09:04 GMT 2023","26460","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_05_UnAuth  > Test button [Start Trading] in the Content block on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:24:40 GMT 2023","Wed Nov 08 20:25:03 GMT 2023","22782","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_02_UnReg  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:25:37 GMT 2023","Wed Nov 08 20:25:37 GMT 2023","1","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'fr' language and 'CYSEC' license",""
"broken","Wed Nov 08 20:19:20 GMT 2023","Wed Nov 08 20:19:50 GMT 2023","30433","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_05_UnAuth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"broken","Wed Nov 08 20:10:11 GMT 2023","Wed Nov 08 20:10:42 GMT 2023","30942","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_01_Auth  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:23:50 GMT 2023","Wed Nov 08 20:24:18 GMT 2023","27937","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:20:46 GMT 2023","Wed Nov 08 20:21:06 GMT 2023","19977","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_07_UnAuth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:26:03 GMT 2023","Wed Nov 08 20:26:18 GMT 2023","14960","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_06_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:25:51 GMT 2023","Wed Nov 08 20:26:03 GMT 2023","12479","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:31:03 GMT 2023","Wed Nov 08 20:31:31 GMT 2023","27270","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_07_UnAuth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:33:30 GMT 2023","Wed Nov 08 20:33:51 GMT 2023","20341","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_05_Auth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"passed","Wed Nov 08 20:02:06 GMT 2023","Wed Nov 08 20:02:28 GMT 2023","21975","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_02_UnReg  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:20:21 GMT 2023","Wed Nov 08 20:20:46 GMT 2023","24886","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_06_UnAuth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:07:47 GMT 2023","Wed Nov 08 20:08:06 GMT 2023","18993","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_04_UnAuth  > Test button [Buy] in the Banner [Trading Instrument] on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:17:50 GMT 2023","Wed Nov 08 20:18:17 GMT 2023","26044","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_04_UnAuth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:13:17 GMT 2023","Wed Nov 08 20:13:31 GMT 2023","13773","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:12:40 GMT 2023","Wed Nov 08 20:12:58 GMT 2023","17631","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_04_Auth  > Test button [Buy] in the Banner [Trading Instrument] on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:26:18 GMT 2023","Wed Nov 08 20:26:34 GMT 2023","15740","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:25:38 GMT 2023","Wed Nov 08 20:25:51 GMT 2023","13367","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading]  on UnReg Role","","","TC_11.03.05_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'fr' language and 'CYSEC' license",""
"passed","Wed Nov 08 20:01:42 GMT 2023","Wed Nov 08 20:02:06 GMT 2023","23996","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_01_UnReg  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"broken","Wed Nov 08 20:11:50 GMT 2023","Wed Nov 08 20:12:21 GMT 2023","30561","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares Trading] on Auth Role","","","TC_11.02.02_02_Auth  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:17:05 GMT 2023","Wed Nov 08 20:17:30 GMT 2023","24283","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Try Demo] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:23:25 GMT 2023","Wed Nov 08 20:23:50 GMT 2023","25267","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:02:28 GMT 2023","Wed Nov 08 20:02:43 GMT 2023","14310","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnReg Role","","","TC_11.02.02_03_UnReg  > Test button [Sell] in the Banner [Trading Instrument] on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:30:39 GMT 2023","Wed Nov 08 20:31:03 GMT 2023","24993","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_06_UnAuth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:21:06 GMT 2023","Wed Nov 08 20:21:28 GMT 2023","21824","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:27:53 GMT 2023","Wed Nov 08 20:28:19 GMT 2023","25939","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_03_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:31:31 GMT 2023","Wed Nov 08 20:31:54 GMT 2023","23402","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_01_Auth  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:17:30 GMT 2023","Wed Nov 08 20:17:50 GMT 2023","20957","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_03_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:29:44 GMT 2023","Wed Nov 08 20:30:08 GMT 2023","23515","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_05_UnAuth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:13:46 GMT 2023","Wed Nov 08 20:14:01 GMT 2023","15442","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:27:07 GMT 2023","Wed Nov 08 20:27:32 GMT 2023","25650","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on UnAuth Role","","","TC_11.03.05_01_UnAuth  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:07:20 GMT 2023","Wed Nov 08 20:07:47 GMT 2023","27043","chromium","Education/US_11-02-02.spec.js","US_11-02-02_Education > Menu item [Shares trading] on UnAuth Role","","","TC_11.02.02_03_UnAuth  > Test button [Sell] in the Banner [Trading Instrument] on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:15:20 GMT 2023","Wed Nov 08 20:15:37 GMT 2023","16760","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:33:12 GMT 2023","Wed Nov 08 20:33:30 GMT 2023","17680","chromium","Education/US_11-03-05.spec.js","US_11-03-05_Education > Menu item [Swing Trading] on Auth Role","","","TC_11.03.05_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'fr' language and 'CYSEC' license",""
"skipped","Wed Nov 08 20:16:09 GMT 2023","Wed Nov 08 20:16:34 GMT 2023","25783","chromium","Education/US_11-03-04.spec.js","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'fr' language and 'CYSEC' license",""
