"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Sep 01 14:09:36 GMT 2023","Fri Sep 01 14:09:36 GMT 2023","106","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_07_Auth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:07:50 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","11666","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_01_UnReg  > Test button [Start Trading] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:36 GMT 2023","Fri Sep 01 14:09:36 GMT 2023","104","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_06_Auth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:34 GMT 2023","Fri Sep 01 14:09:34 GMT 2023","160","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_02_Auth  > Test button [Try Demo] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:00 GMT 2023","Fri Sep 01 14:09:02 GMT 2023","1619","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_03_UnAuth  > Test buttons [Trade] on Widget ""Most traded"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:34 GMT 2023","Fri Sep 01 14:09:34 GMT 2023","116","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_03_Auth  > Test buttons [Trade] on Widget ""Most traded"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:34 GMT 2023","Fri Sep 01 14:09:36 GMT 2023","1363","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_04_Auth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:08 GMT 2023","Fri Sep 01 14:09:34 GMT 2023","25907","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_01_Auth  > Test button [Start Trading] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:05 GMT 2023","Fri Sep 01 14:09:06 GMT 2023","1612","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_06_UnAuth  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:02 GMT 2023","Fri Sep 01 14:09:03 GMT 2023","1625","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_04_UnAuth  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:02 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","73","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_04_UnReg  > Test button [Download on the App Store] in the block ""Sign up and trade smart today""  on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:06 GMT 2023","Fri Sep 01 14:09:08 GMT 2023","1626","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_07_UnAuth  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:33 GMT 2023","Fri Sep 01 14:08:58 GMT 2023","25476","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_01_UnAuth  > Test button [Start Trading] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:36 GMT 2023","Fri Sep 01 14:09:36 GMT 2023","204","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on Auth Role","","","TC_11.03.04_05_Auth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:58 GMT 2023","Fri Sep 01 14:09:00 GMT 2023","1623","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_02_UnAuth  > Test button [Try Demo] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:02 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","132","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_02_UnReg  > Test button [Try Demo] in Main banner on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:02 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","70","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_06_UnReg  > Test button [Explore Web Platform] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:02 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","66","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_05_UnReg  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:09:03 GMT 2023","Fri Sep 01 14:09:05 GMT 2023","1676","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading] on UnAuth Role","","","TC_11.03.04_05_UnAuth  > Test button [Get it on Google Play] in the block ""Sign up and trade smart today"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:02 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","82","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_07_UnReg  > Test button [Create & verify your account] in the block ""Still looking for a broker you can trust?"" on 'العَرَبِيَّة' language",""
"skipped","Fri Sep 01 14:08:02 GMT 2023","Fri Sep 01 14:08:02 GMT 2023","77","Google Chrome","","US_11-03-04_Education > Menu item [Position Trading]  on UnReg Role","","","TC_11.03.04_03_UnReg  > Test buttons [Trade] on Widget ""Most traded"" on 'العَرَبِيَّة' language",""
